chamber_temp_c,heatsink_temp_c,sht31_temp_c,humidity_pct,primary_current_a,door_open,primary_cooling,backup_cooling,thermal_delta_c,chamber_rate_c_min,current_mean_a,temperature_std_c,door_open_s,current_ratio,temperature_mean_c,label,episode_id,split,provenance,scenario
6.140254138157671,31.76,6.2821726040112695,62.05109855556967,0.0,0.0,0.0,0.0,25.619745861842333,0.0,0.0,0.0,0.0,0.0,6.140254138157671,0,00-00,train,SIMULATED_DATA,normal
6.1920911977014645,31.5488,6.2607974599877405,60.69939210701068,0.0,0.0,0.0,0.0,25.356708802298535,0.6220447145255257,0.0,0.025918529771896903,0.0,0.0,6.166172667929567,0,00-00,train,SIMULATED_DATA,normal
6.237308321712578,31.362944,6.360828037853755,61.118076786028794,0.0,0.0,0.0,0.0,25.12563567828742,0.5823251013294435,0.0,0.03965291581193111,0.0,0.0,6.189884552523904,0,00-00,train,SIMULATED_DATA,normal
6.2935012805885355,31.19939072,6.354673833718626,60.52349110241212,0.0,0.0,0.0,0.0,24.905889439411464,0.6129885697234592,0.0,0.05650084279964121,0.0,0.0,6.215788734540062,0,00-00,train,SIMULATED_DATA,normal
6.329732939595147,31.0554638336,6.409949819556624,60.38664895807221,0.0,0.0,0.0,0.0,24.725730894004855,0.5684364043124299,0.0,0.06805293004829008,0.0,0.0,6.238577575551079,0,00-00,train,SIMULATED_DATA,normal
6.372772918991928,30.928808173568,6.538736126641584,60.012418410670016,0.0,0.0,0.0,0.0,24.556035254576074,0.5580450740022179,0.0,0.07975274109722584,0.0,0.0,6.260943466124554,0,00-00,train,SIMULATED_DATA,normal
6.419534762719064,30.817351192739842,6.574883818105738,60.90293763108962,0.0,0.0,0.0,0.0,24.39781643002078,0.5585612491227874,0.0,0.09236663679620444,0.0,0.0,6.2835993656380555,0,00-00,train,SIMULATED_DATA,normal
6.467763492698889,30.71926904961106,6.589336489029756,60.62983908393483,0.0,0.0,0.0,0.0,24.25150555691217,0.5614446077849463,0.0,0.1057107147096279,0.0,0.0,6.3066198815206596,0,00-00,train,SIMULATED_DATA,normal
6.499517381763734,30.632956763657734,6.645353064891571,60.65092645874108,0.0,0.0,0.0,0.0,24.133439381894,0.5388948654090955,0.0,0.11665385853071768,0.0,0.0,6.328052937103224,0,00-00,train,SIMULATED_DATA,normal
6.547331878551428,30.557001952018805,6.7100552726395,61.23924960763943,0.0,0.0,0.0,0.0,24.009670073467376,0.5427703205250095,0.0,0.1287431680274036,0.0,0.0,6.349980831248044,0,00-00,train,SIMULATED_DATA,normal
6.606533459152683,30.490161717776548,6.790399060681306,61.58640164896027,0.0,0.0,0.0,0.0,23.883628258623865,0.5595351851940145,0.0,0.14320478526788968,0.0,0.0,6.373303797421193,0,00-00,train,SIMULATED_DATA,normal
6.651283119185247,30.431342311643363,6.713765287023504,59.79578603273947,0.0,0.0,0.0,0.0,23.780059192458115,0.5574861611209921,0.0,0.15716680199999902,0.0,0.0,6.396468740901531,0,00-00,train,SIMULATED_DATA,normal
6.686222401874886,30.37958123424616,6.826192287543443,62.06649818439278,0.0,0.0,0.0,0.0,23.693358832371274,0.5459682637172154,0.0,0.16959585057778187,0.0,0.0,6.4187574840533275,0,00-00,train,SIMULATED_DATA,normal
6.733695697381021,30.33403148613662,6.870469318602791,58.70171263349818,0.0,0.0,0.0,0.0,23.6003357887556,0.5416044996795567,0.0,0.168351172714841,0.0,0.0,6.464406834762816,0,00-00,train,SIMULATED_DATA,normal
6.788493099646691,30.293947707800225,6.845165560674192,60.35853063277715,0.0,0.0,0.0,0.0,23.505454608153535,0.5511847779341128,0.0,0.16915228802475268,0.0,0.0,6.510283904143218,0,00-00,train,SIMULATED_DATA,normal
6.8375144471257965,30.2586739828642,6.969532066410571,60.588352325919615,0.0,0.0,0.0,0.0,23.421159535738404,0.5440131665372608,0.0,0.17025213808837722,0.0,0.0,6.5564536060980805,0,00-00,train,SIMULATED_DATA,normal
6.866535892599102,30.227633104920496,7.033548786387756,60.638211974097544,0.0,0.0,0.0,0.0,23.361097212321393,0.5368029530039546,0.0,0.170646564012687,0.0,0.0,6.600533191637355,0,00-00,train,SIMULATED_DATA,normal
6.889160121425227,30.200317132330035,7.060328994922055,61.492626187672755,0.0,0.0,0.0,0.0,23.311157010904807,0.5163872024332985,0.0,0.16743821453791355,0.0,0.0,6.643566051778131,0,00-00,train,SIMULATED_DATA,normal
6.9203736278099175,30.17627907645043,7.03399290717401,60.38314177751401,0.0,0.0,0.0,0.0,23.25590544864051,0.5008388650908531,0.0,0.16283287342583913,0.0,0.0,6.685689183225668,0,00-00,train,SIMULATED_DATA,normal
6.962609795703383,30.15512558727638,7.137086601569052,60.44822256013785,0.0,0.0,0.0,0.0,23.192515791572998,0.4948463030044934,0.0,0.15880538885074835,0.0,0.0,6.727464185762924,0,00-00,train,SIMULATED_DATA,normal
7.00462594975921,30.136510516803213,7.159399106290812,61.03116537726316,0.0,0.0,0.0,0.0,23.131884567044004,0.5051085679954754,0.0,0.1556752769874316,0.0,0.0,6.768761297844486,0,00-00,train,SIMULATED_DATA,normal
7.04058123522089,30.12012925478683,7.192118133403216,59.6980946195585,0.0,0.0,0.0,0.0,23.079548019565937,0.49324935666946246,0.0,0.15036541344654955,0.0,0.0,6.810381594264268,0,00-00,train,SIMULATED_DATA,normal
7.076969384201263,30.10571374421241,7.205582681969976,61.884921766706846,0.0,0.0,0.0,0.0,23.028744360011146,0.4704359250485801,0.0,0.14523789501136966,0.0,0.0,6.851122940852717,0,00-00,train,SIMULATED_DATA,normal
7.108907971997231,30.09302809490692,7.22336978392737,60.4580417612085,0.0,0.0,0.0,0.0,22.98412012290969,0.45762485281198373,0.0,0.14181186070012428,0.0,0.0,6.889767134148451,0,00-00,train,SIMULATED_DATA,normal
7.123966317040878,30.08186472351809,7.244367892370182,60.72301972306731,0.0,0.0,0.0,0.0,22.957898406477213,0.4377439151659921,0.0,0.13650179045984692,0.0,0.0,6.926127380137346,0,00-00,train,SIMULATED_DATA,normal
7.158756836873672,30.072040956695922,7.32102530836792,62.017056852848306,0.0,0.0,0.0,0.0,22.91328411982225,0.4250611394926507,0.0,0.13056433986793656,0.0,0.0,6.96247618282956,0,00-00,train,SIMULATED_DATA,normal
7.179454942218758,30.06339604189241,7.283375302536428,60.04638542802034,0.0,0.0,0.0,0.0,22.883941099673653,0.3909618425720671,0.0,0.12436489882323866,0.0,0.0,6.996765355509386,0,00-00,train,SIMULATED_DATA,normal
7.226358732334156,30.05578851686532,7.257271294369883,63.09957501286121,0.0,0.0,0.0,0.0,22.829429784531165,0.3888442852083598,0.0,0.12267962435747436,0.0,0.0,7.030447327254576,0,00-00,train,SIMULATED_DATA,normal
7.2753932989931105,30.04909389484148,7.4310291305857,61.05773713413549,0.0,0.0,0.0,0.0,22.773700595848368,0.40885740639400847,0.0,0.12517069498539163,0.0,0.0,7.064130315859754,0,00-00,train,SIMULATED_DATA,normal
7.291565410401522,30.043202627460502,7.425105048845257,61.3870609593043,0.0,0.0,0.0,0.0,22.75163721705898,0.40240528897629524,0.0,0.12479741823011796,0.0,0.0,7.096824894152247,0,00-00,train,SIMULATED_DATA,normal
7.324726805667253,30.038018312165242,7.395901578267754,60.193230532685234,0.0,0.0,0.0,0.0,22.71329150649799,0.4043531778573355,0.0,0.12300345461499179,0.0,0.0,7.130330023709327,0,00-00,train,SIMULATED_DATA,normal
7.375427235156008,30.033456114705412,7.465598087682479,61.12139829773658,0.0,0.0,0.0,0.0,22.658028879549406,0.41281743945262495,0.0,0.12302290285786269,0.0,0.0,7.1653341473513334,0,00-00,train,SIMULATED_DATA,normal
7.388342237895379,30.029441380940764,7.476970578269366,60.832614283503524,0.0,0.0,0.0,0.0,22.641099143045384,0.38371628813616887,0.0,0.12135248511550221,0.0,0.0,7.198082796750717,0,00-00,train,SIMULATED_DATA,normal
7.422981790434986,30.02590841522787,7.5929471410674445,60.11662888920913,0.0,0.0,0.0,0.0,22.602926624792886,0.38240055521409566,0.0,0.12125444903980677,0.0,0.0,7.230264015264239,0,00-00,train,SIMULATED_DATA,normal
7.464257650529346,30.022799405400526,7.548030403400046,60.87328614510439,0.0,0.0,0.0,0.0,22.55854175487118,0.387288266328083,0.0,0.12281943569633111,0.0,0.0,7.262854508749505,0,00-00,train,SIMULATED_DATA,normal
7.511037779569498,30.020063476752462,7.695036105681962,61.02610331602106,0.0,0.0,0.0,0.0,22.509025697182963,0.40212980757226724,0.0,0.1266880315656272,0.0,0.0,7.296244385316292,0,00-00,train,SIMULATED_DATA,normal
7.544964897806118,30.017655859542167,7.559992412560448,61.07151491050041,0.0,0.0,0.0,0.0,22.47269096173605,0.42099858076523944,0.0,0.13032164916539826,0.0,0.0,7.32978722576313,0,00-00,train,SIMULATED_DATA,normal
7.570719384919986,30.015537156397105,7.7346986090339565,61.69485081380302,0.0,0.0,0.0,0.0,22.44481777147712,0.41196254804631405,0.0,0.1304199228376886,0.0,0.0,7.3641528463692145,0,00-00,train,SIMULATED_DATA,normal
